medicine_id,branch_id,date,multiplier_vs_baseline,label
MED030,BR02,2026-02-13,2.07,abnormal_usage
MED030,BR02,2026-03-26,2.85,abnormal_usage
MED030,BR03,2026-03-03,3.66,abnormal_usage
MED030,BR03,2026-04-15,4.33,abnormal_usage
MED030,BR03,2026-05-14,4.43,abnormal_usage
MED031,BR01,2026-05-02,4.41,abnormal_usage
MED031,BR02,2025-11-10,3.34,abnormal_usage
MED031,BR02,2026-05-10,2.37,abnormal_usage
MED031,BR02,2026-07-10,3.2,abnormal_usage
MED031,BR03,2026-08-05,2.86,abnormal_usage
MED032,BR01,2025-09-30,3.56,abnormal_usage
MED032,BR02,2025-10-20,2.27,abnormal_usage
MED032,BR02,2025-12-02,2.64,abnormal_usage
MED032,BR02,2025-12-07,3.35,abnormal_usage
MED032,BR02,2026-04-21,3.46,abnormal_usage
MED032,BR03,2026-02-13,4.34,abnormal_usage
MED032,BR03,2026-04-13,4.14,abnormal_usage
MED033,BR01,2026-07-25,3.24,abnormal_usage
MED033,BR01,2026-08-31,3.07,abnormal_usage
MED033,BR02,2025-10-08,4.22,abnormal_usage
MED033,BR02,2025-10-11,4.44,abnormal_usage
MED033,BR02,2026-02-22,3.86,abnormal_usage
MED034,BR01,2025-10-20,4.04,abnormal_usage
MED034,BR02,2026-08-26,3.68,abnormal_usage
MED034,BR02,2026-09-18,2.64,abnormal_usage
MED034,BR03,2026-07-10,3.06,abnormal_usage
MED035,BR01,2026-01-14,3.35,abnormal_usage
MED035,BR01,2026-07-03,2.21,abnormal_usage
MED035,BR01,2026-09-16,4.37,abnormal_usage
MED035,BR03,2026-03-18,3.84,abnormal_usage
MED035,BR03,2026-04-16,3.63,abnormal_usage
MED035,BR03,2026-09-11,4.37,abnormal_usage
MED036,BR01,2026-01-23,3.72,abnormal_usage
MED036,BR01,2026-06-26,2.81,abnormal_usage
MED036,BR01,2026-09-03,1.55,abnormal_usage
MED036,BR01,2026-09-04,1.66,abnormal_usage
MED036,BR01,2026-09-05,1.77,abnormal_usage
MED036,BR01,2026-09-06,1.88,abnormal_usage
MED036,BR01,2026-09-07,1.99,abnormal_usage
MED036,BR01,2026-09-08,2.1,abnormal_usage
MED036,BR01,2026-09-09,2.21,abnormal_usage
MED036,BR01,2026-09-10,2.32,abnormal_usage
MED036,BR01,2026-09-11,2.43,abnormal_usage
MED036,BR01,2026-09-12,2.54,abnormal_usage
MED036,BR01,2026-09-13,2.65,abnormal_usage
MED036,BR01,2026-09-14,2.76,abnormal_usage
MED036,BR01,2026-09-15,2.87,abnormal_usage
MED036,BR01,2026-09-16,2.98,abnormal_usage
MED036,BR01,2026-09-17,3.09,abnormal_usage
MED036,BR01,2026-09-18,3.2,abnormal_usage
MED036,BR02,2025-11-06,3.43,abnormal_usage
MED036,BR02,2026-05-10,4.48,abnormal_usage
MED036,BR02,2026-06-24,2.98,abnormal_usage
MED036,BR03,2026-08-19,2.17,abnormal_usage
MED037,BR01,2026-08-21,3.86,abnormal_usage
MED037,BR02,2026-02-23,2.16,abnormal_usage
MED037,BR02,2026-08-12,3.41,abnormal_usage
MED037,BR03,2025-12-12,2.02,abnormal_usage
MED037,BR03,2026-06-05,3.35,abnormal_usage
MED038,BR01,2025-12-05,3.69,abnormal_usage
MED038,BR02,2025-11-23,4.29,abnormal_usage
MED038,BR02,2026-06-29,3.24,abnormal_usage
MED038,BR02,2026-07-23,3.36,abnormal_usage
MED038,BR03,2025-11-20,3.55,abnormal_usage
MED038,BR03,2025-11-24,2.63,abnormal_usage
MED038,BR03,2026-02-05,3.19,abnormal_usage
MED038,BR03,2026-07-03,2.44,abnormal_usage
MED039,BR02,2025-10-06,2.31,abnormal_usage
MED039,BR03,2025-10-02,2.89,abnormal_usage
MED039,BR03,2025-12-19,3.69,abnormal_usage
MED039,BR03,2026-08-06,4.07,abnormal_usage
MED040,BR01,2025-10-09,2.16,abnormal_usage
MED040,BR01,2025-12-14,3.16,abnormal_usage
MED040,BR01,2026-06-22,2.15,abnormal_usage
MED040,BR01,2026-07-03,3.24,abnormal_usage
MED040,BR02,2025-10-09,2.62,abnormal_usage
MED040,BR02,2026-02-01,4.15,abnormal_usage
MED040,BR02,2026-05-29,4.47,abnormal_usage
MED040,BR02,2026-09-12,2.94,abnormal_usage
MED040,BR03,2026-01-22,4.06,abnormal_usage
MED040,BR03,2026-03-31,3.59,abnormal_usage
MED040,BR03,2026-04-02,3.92,abnormal_usage
MED040,BR03,2026-05-12,2.73,abnormal_usage
MED041,BR02,2025-10-26,2.26,abnormal_usage
MED042,BR01,2025-10-08,3.52,abnormal_usage
MED042,BR01,2026-08-07,3.7,abnormal_usage
MED042,BR02,2025-10-29,2.69,abnormal_usage
MED042,BR02,2026-03-01,3.32,abnormal_usage
MED042,BR02,2026-09-06,2.12,abnormal_usage
MED042,BR02,2026-09-17,2.91,abnormal_usage
MED043,BR01,2025-12-14,2.49,abnormal_usage
MED043,BR01,2026-04-14,4.18,abnormal_usage
MED043,BR01,2026-07-17,2.23,abnormal_usage
MED043,BR02,2026-03-13,3.54,abnormal_usage
MED043,BR02,2026-06-20,2.13,abnormal_usage
MED043,BR03,2025-12-06,2.7,abnormal_usage
MED043,BR03,2026-04-03,2.11,abnormal_usage
MED043,BR03,2026-08-11,4.47,abnormal_usage
MED044,BR01,2025-10-29,2.19,abnormal_usage
MED044,BR01,2025-11-27,2.77,abnormal_usage
MED044,BR01,2025-12-07,2.98,abnormal_usage
MED044,BR01,2025-12-23,4.3,abnormal_usage
MED044,BR01,2026-01-18,4.4,abnormal_usage
MED044,BR01,2026-07-03,3.24,abnormal_usage
MED044,BR01,2026-09-04,4.45,abnormal_usage
MED044,BR02,2025-10-15,3.54,abnormal_usage
MED044,BR02,2026-02-13,3.48,abnormal_usage
MED044,BR03,2025-11-08,4.41,abnormal_usage
MED044,BR03,2026-05-15,3.27,abnormal_usage
MED044,BR03,2026-07-02,3.76,abnormal_usage
MED044,BR03,2026-08-09,3.9,abnormal_usage
MED044,BR03,2026-08-29,2.22,abnormal_usage
MED045,BR01,2025-11-10,4.08,abnormal_usage
MED045,BR02,2025-10-15,2.78,abnormal_usage
MED045,BR02,2026-01-06,3.05,abnormal_usage
MED045,BR03,2025-09-20,2.22,abnormal_usage
MED045,BR03,2026-04-22,2.58,abnormal_usage
MED046,BR01,2025-10-21,2.98,abnormal_usage
MED046,BR01,2026-02-03,4.4,abnormal_usage
MED046,BR01,2026-03-02,4.46,abnormal_usage
MED046,BR02,2026-07-22,3.53,abnormal_usage
MED046,BR02,2026-08-19,3.2,abnormal_usage
MED046,BR03,2026-02-22,3.58,abnormal_usage
MED046,BR03,2026-05-25,2.24,abnormal_usage
MED047,BR01,2025-09-26,3.52,abnormal_usage
MED047,BR01,2026-02-16,2.35,abnormal_usage
MED047,BR01,2026-02-26,3.15,abnormal_usage
MED047,BR02,2025-12-05,2.98,abnormal_usage
MED047,BR02,2026-01-10,3.94,abnormal_usage
MED047,BR02,2026-06-27,2.08,abnormal_usage
MED047,BR02,2026-07-20,3.43,abnormal_usage
MED047,BR02,2026-08-08,3.57,abnormal_usage
MED047,BR02,2026-08-25,4.16,abnormal_usage
MED047,BR03,2025-10-18,2.96,abnormal_usage
MED047,BR03,2026-06-04,2.09,abnormal_usage
MED048,BR01,2025-10-27,2.39,abnormal_usage
MED048,BR01,2026-02-04,2.08,abnormal_usage
MED048,BR01,2026-03-03,2.72,abnormal_usage
MED048,BR01,2026-04-29,4.02,abnormal_usage
MED048,BR02,2025-09-27,4.04,abnormal_usage
MED048,BR03,2025-10-01,4.14,abnormal_usage
MED048,BR03,2025-10-22,3.49,abnormal_usage
MED049,BR01,2025-12-02,3.06,abnormal_usage
MED049,BR01,2025-12-25,3.15,abnormal_usage
MED049,BR02,2025-09-24,3.34,abnormal_usage
MED049,BR02,2025-10-25,4.27,abnormal_usage
MED049,BR02,2026-05-11,2.52,abnormal_usage
MED049,BR03,2025-10-10,3.94,abnormal_usage
MED049,BR03,2025-10-19,2.22,abnormal_usage
MED050,BR01,2025-10-30,2.99,abnormal_usage
MED050,BR01,2026-05-08,3.21,abnormal_usage
MED050,BR02,2025-12-26,3.79,abnormal_usage
MED050,BR02,2026-03-23,2.44,abnormal_usage
MED050,BR02,2026-06-19,4.28,abnormal_usage
MED050,BR03,2026-02-17,3.1,abnormal_usage
MED050,BR03,2026-07-23,2.18,abnormal_usage
MED051,BR01,2026-08-11,3.65,abnormal_usage
MED051,BR02,2026-01-31,4.2,abnormal_usage
MED051,BR02,2026-07-18,2.45,abnormal_usage
MED051,BR03,2025-12-20,3.49,abnormal_usage
MED052,BR01,2026-01-28,3.98,abnormal_usage
MED052,BR01,2026-03-30,3.2,abnormal_usage
MED052,BR02,2025-09-20,2.51,abnormal_usage
MED052,BR02,2026-01-19,3.86,abnormal_usage
MED052,BR02,2026-03-15,4.41,abnormal_usage
MED052,BR02,2026-06-22,3.09,abnormal_usage
MED052,BR02,2026-08-12,3.38,abnormal_usage
MED052,BR03,2026-05-30,3.78,abnormal_usage
MED052,BR03,2026-08-17,4.49,abnormal_usage
MED053,BR01,2025-10-16,4.04,abnormal_usage
MED053,BR01,2025-11-29,3.85,abnormal_usage
MED053,BR01,2025-12-15,4.42,abnormal_usage
MED053,BR01,2026-04-11,2.96,abnormal_usage
MED053,BR01,2026-04-29,3.02,abnormal_usage
MED053,BR02,2026-02-18,2.14,abnormal_usage
MED053,BR02,2026-03-09,2.8,abnormal_usage
MED053,BR02,2026-05-08,2.22,abnormal_usage
MED053,BR02,2026-07-19,2.88,abnormal_usage
MED054,BR02,2026-02-21,4.33,abnormal_usage
MED054,BR03,2025-12-30,2.06,abnormal_usage
MED054,BR03,2026-08-30,3.01,abnormal_usage
MED055,BR01,2026-06-28,4.24,abnormal_usage
MED055,BR02,2026-02-15,4.16,abnormal_usage
MED055,BR02,2026-04-07,3.16,abnormal_usage
MED055,BR03,2026-01-14,2.93,abnormal_usage
MED055,BR03,2026-01-21,3.26,abnormal_usage
MED055,BR03,2026-05-12,2.63,abnormal_usage
MED055,BR03,2026-06-28,2.56,abnormal_usage
MED055,BR03,2026-07-22,3.16,abnormal_usage
MED056,BR01,2026-01-25,4.35,abnormal_usage
MED056,BR01,2026-06-11,3.77,abnormal_usage
MED056,BR01,2026-08-05,4.05,abnormal_usage
MED057,BR01,2026-02-02,4.47,abnormal_usage
MED057,BR01,2026-04-21,3.5,abnormal_usage
MED057,BR02,2026-02-02,3.07,abnormal_usage
MED057,BR02,2026-05-09,3.55,abnormal_usage
MED057,BR02,2026-06-24,3.96,abnormal_usage
MED057,BR02,2026-08-18,3.02,abnormal_usage
MED057,BR03,2025-12-20,4.04,abnormal_usage
MED057,BR03,2026-08-02,3.59,abnormal_usage
MED058,BR01,2025-12-31,2.14,abnormal_usage
MED058,BR01,2026-05-25,2.76,abnormal_usage
MED058,BR02,2025-12-29,3.02,abnormal_usage
MED058,BR02,2026-06-10,2.81,abnormal_usage
MED058,BR03,2026-08-06,3.83,abnormal_usage
MED059,BR01,2026-01-20,3.01,abnormal_usage
MED059,BR01,2026-05-18,4.27,abnormal_usage
MED059,BR01,2026-09-17,3.67,abnormal_usage
MED059,BR02,2026-05-02,2.93,abnormal_usage
MED059,BR02,2026-05-27,3.04,abnormal_usage
MED059,BR03,2025-11-12,2.71,abnormal_usage
MED059,BR03,2025-11-20,3.5,abnormal_usage
MED059,BR03,2025-12-04,3.79,abnormal_usage
MED059,BR03,2026-06-01,3.94,abnormal_usage
MED060,BR01,2026-05-22,3.64,abnormal_usage
MED060,BR01,2026-05-31,3.99,abnormal_usage
MED060,BR02,2026-08-28,3.84,abnormal_usage
MED060,BR03,2025-10-06,3.77,abnormal_usage
MED060,BR03,2026-01-20,3.47,abnormal_usage
MED060,BR03,2026-03-29,3.13,abnormal_usage
MED061,BR01,2026-01-08,3.81,abnormal_usage
MED061,BR01,2026-07-28,2.67,abnormal_usage
MED061,BR01,2026-08-12,2.4,abnormal_usage
MED061,BR02,2026-05-23,2.55,abnormal_usage
MED061,BR02,2026-06-01,3.77,abnormal_usage
MED061,BR03,2025-10-29,2.1,abnormal_usage
MED061,BR03,2026-06-25,2.3,abnormal_usage
MED061,BR03,2026-09-03,2.58,abnormal_usage
MED062,BR01,2025-11-10,4.33,abnormal_usage
MED062,BR01,2026-02-10,4.21,abnormal_usage
MED062,BR02,2025-10-27,4.44,abnormal_usage
MED062,BR02,2025-11-23,2.17,abnormal_usage
MED062,BR02,2026-02-27,3.87,abnormal_usage
MED062,BR02,2026-03-30,2.08,abnormal_usage
MED062,BR02,2026-04-10,2.05,abnormal_usage
MED062,BR03,2026-07-26,4.16,abnormal_usage
MED063,BR01,2026-03-06,3.17,abnormal_usage
MED063,BR01,2026-05-18,2.86,abnormal_usage
MED063,BR01,2026-08-23,2.15,abnormal_usage
MED063,BR02,2025-09-22,3.91,abnormal_usage
MED063,BR02,2025-09-30,2.09,abnormal_usage
MED063,BR02,2026-01-25,2.45,abnormal_usage
MED063,BR02,2026-07-24,3.09,abnormal_usage
MED063,BR02,2026-07-25,4.09,abnormal_usage
MED063,BR02,2026-07-26,2.17,abnormal_usage
MED063,BR03,2025-11-26,3.95,abnormal_usage
MED064,BR01,2025-10-29,3.31,abnormal_usage
MED064,BR01,2026-02-20,2.49,abnormal_usage
MED064,BR02,2026-05-08,2.67,abnormal_usage
MED064,BR02,2026-08-21,2.05,abnormal_usage
MED064,BR03,2026-01-18,3.99,abnormal_usage
MED065,BR01,2025-09-25,2.3,abnormal_usage
MED065,BR01,2026-01-25,3.81,abnormal_usage
MED065,BR01,2026-03-04,2.54,abnormal_usage
MED065,BR01,2026-05-19,4.05,abnormal_usage
MED065,BR01,2026-09-03,1.55,abnormal_usage
MED065,BR01,2026-09-04,1.66,abnormal_usage
MED065,BR01,2026-09-05,1.77,abnormal_usage
MED065,BR01,2026-09-06,1.88,abnormal_usage
MED065,BR01,2026-09-07,1.99,abnormal_usage
MED065,BR01,2026-09-08,2.1,abnormal_usage
MED065,BR01,2026-09-09,2.21,abnormal_usage
MED065,BR01,2026-09-10,2.32,abnormal_usage
MED065,BR01,2026-09-11,2.43,abnormal_usage
MED065,BR01,2026-09-12,2.54,abnormal_usage
MED065,BR01,2026-09-13,2.65,abnormal_usage
MED065,BR01,2026-09-14,2.76,abnormal_usage
MED065,BR01,2026-09-15,2.87,abnormal_usage
MED065,BR01,2026-09-16,2.98,abnormal_usage
MED065,BR01,2026-09-17,3.09,abnormal_usage
MED065,BR01,2026-09-18,3.2,abnormal_usage
MED065,BR02,2026-01-12,2.39,abnormal_usage
MED065,BR03,2025-11-11,4.46,abnormal_usage
MED065,BR03,2025-12-07,2.99,abnormal_usage
MED065,BR03,2025-12-19,2.97,abnormal_usage
MED065,BR03,2026-01-23,3.59,abnormal_usage
MED066,BR01,2025-09-30,2.96,abnormal_usage
